filename gold_CV_cum_dur gold_CV_mean gold_CV_count gold_short_CV_count gold_CNV_cum_dur gold_CNV_mean gold_CNV_count gold_short_CNV_count gold_CH_cum_dur gold_CH_mean gold_CH_count gold_CTC_count gold_CTC_count_all lena_CH_count lena_CV_count lena_CNV_count lena_short_CV_count lena_short_CNV_count lena_CH_mean lena_CV_mean lena_CNV_mean lena_CH_cum_dur lena_CV_cum_dur lena_CNV_cum_dur lena_CTC_count child_id
WAR_5613_029700_029820 1.18 1.180 1 0 0.00 0.000 0 0 1.18 1.180 1 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_030540_030660 1.50 0.750 2 1 0.00 0.000 0 0 1.50 0.750 2 3 0 9 9 0 0 0 1.070 1.070 0.000 9.63 9.63 0.00 2 WAR_5613
WAR_5613_031980_032100 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_033000_033120 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_034620_034740 0.78 0.780 1 0 0.00 0.000 0 0 0.78 0.780 1 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_038820_038940 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_044400_044520 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_053760_053880 2.68 0.893 3 1 0.00 0.000 0 0 2.68 0.893 3 6 6 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_056520_056640 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5613_057240_057360 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5613
WAR_5959_003960_004080 19.97 0.644 31 13 0.00 0.000 0 0 19.97 0.644 31 16 16 15 2 13 1 5 0.945 0.585 0.792 14.17 1.17 10.29 1 WAR_5959
WAR_5959_004920_005040 7.52 0.289 26 26 0.00 0.000 0 0 7.52 0.289 26 0 0 9 2 7 2 1 0.899 0.435 0.731 8.09 0.87 5.12 0 WAR_5959
WAR_5959_008520_008640 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5959
WAR_5959_012240_012360 16.25 1.083 15 4 0.00 0.000 0 0 16.25 1.083 15 10 10 9 4 5 1 1 0.987 0.660 1.114 8.88 2.64 5.57 1 WAR_5959
WAR_5959_012840_012960 14.85 1.142 13 5 6.11 3.055 2 0 20.96 1.397 15 13 15 13 11 6 6 1 1.923 0.773 1.963 25.00 8.50 11.78 3 WAR_5959
WAR_5959_018300_018420 3.25 0.650 5 3 0.00 0.000 0 0 3.25 0.650 5 5 5 1 0 1 0 0 1.510 0.000 0.610 1.51 0.00 0.61 0 WAR_5959
WAR_5959_021960_022080 8.18 0.545 15 12 1.97 1.970 1 0 10.15 0.634 16 3 3 12 7 6 7 4 0.827 0.384 0.570 9.93 2.69 3.42 0 WAR_5959
WAR_5959_022920_023040 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5959
WAR_5959_025800_025920 27.28 0.853 32 20 15.91 2.273 7 0 43.19 1.107 39 12 13 22 16 10 10 2 1.207 0.474 1.507 26.56 7.59 15.07 1 WAR_5959
WAR_5959_037560_037680 5.46 1.365 4 1 0.00 0.000 0 0 5.46 1.365 4 7 0 4 2 3 0 1 1.093 0.830 0.833 4.37 1.66 2.50 0 WAR_5959
WAR_5959_039300_039420 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5959
WAR_5959_041940_042060 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5959
WAR_5959_042300_042420 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5959
WAR_5959_051900_052020 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5959
WAR_5959_055800_055920 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_5959
WAR_9398_003180_003300 7.51 0.536 14 9 0.00 0.000 0 0 7.51 0.536 14 4 4 7 8 1 6 0 0.793 0.391 0.820 5.55 3.13 0.82 3 WAR_9398
WAR_9398_005100_005220 35.83 0.833 43 18 0.00 0.000 0 0 35.83 0.833 43 1 1 31 28 7 12 3 1.215 0.848 1.040 37.68 23.74 7.28 0 WAR_9398
WAR_9398_006000_006120 0.46 0.460 1 1 0.00 0.000 0 0 0.46 0.460 1 1 1 2 2 0 1 0 0.720 0.600 0.000 1.44 1.20 0.00 2 WAR_9398
WAR_9398_007680_007800 35.48 0.887 40 11 0.00 0.000 0 0 35.48 0.887 40 18 18 18 31 0 9 0 1.902 0.865 0.000 34.24 26.82 0.00 7 WAR_9398
WAR_9398_009300_009420 39.08 1.002 39 12 33.39 1.757 19 0 72.47 1.249 58 1 0 32 19 22 5 3 2.659 0.963 2.580 85.09 18.30 56.76 0 WAR_9398
WAR_9398_011640_011760 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9398
WAR_9398_012540_012660 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9398
WAR_9398_013500_013620 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9398
WAR_9398_018660_018780 3.33 0.833 4 1 0.00 0.000 0 0 3.33 0.833 4 9 9 6 4 2 1 0 0.680 0.625 0.710 4.08 2.50 1.42 3 WAR_9398
WAR_9398_019500_019620 11.95 0.629 19 13 0.00 0.000 0 0 11.95 0.629 19 0 0 9 10 3 8 0 1.629 0.591 1.317 14.66 5.91 3.95 0 WAR_9398
WAR_9398_022920_023040 1.10 1.100 1 0 0.00 0.000 0 0 1.10 1.100 1 0 0 2 0 2 0 2 0.955 0.000 0.285 1.91 0.00 0.57 0 WAR_9398
WAR_9398_026700_026820 5.97 0.663 9 5 0.00 0.000 0 0 5.97 0.663 9 2 2 5 8 0 2 0 1.894 0.905 0.000 9.47 7.24 0.00 1 WAR_9398
WAR_9398_027600_027720 5.23 0.523 10 9 0.00 0.000 0 0 5.23 0.523 10 4 4 4 5 0 4 0 0.977 0.578 0.000 3.91 2.89 0.00 2 WAR_9398
WAR_9398_033780_033900 65.55 1.075 61 20 1.64 1.640 1 0 67.19 1.084 62 0 0 37 38 9 8 0 2.024 1.321 1.741 74.87 50.21 15.67 3 WAR_9398
WAR_9398_034140_034260 26.60 1.209 22 6 45.99 1.586 29 0 72.59 1.423 51 5 8 26 13 21 6 4 3.238 1.004 2.909 84.18 13.05 61.09 2 WAR_9398
WAR_9427_004380_004500 16.64 1.109 15 4 0.00 0.000 0 0 16.64 1.109 15 5 5 7 7 1 2 0 1.044 0.773 0.800 7.31 5.41 0.80 4 WAR_9427
WAR_9427_008940_009060 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9427
WAR_9427_009960_010080 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9427
WAR_9427_017880_018000 5.35 0.486 11 10 0.00 0.000 0 0 5.35 0.486 11 1 1 4 7 0 5 0 1.073 0.520 0.000 4.29 3.64 0.00 0 WAR_9427
WAR_9427_018240_018360 10.21 0.851 12 4 0.00 0.000 0 0 10.21 0.851 12 9 9 3 4 0 1 0 1.247 0.778 0.000 3.74 3.11 0.00 2 WAR_9427
WAR_9427_021000_021120 3.25 0.542 6 4 0.00 0.000 0 0 3.25 0.542 6 0 0 4 2 2 1 2 0.710 0.400 0.395 2.84 0.80 0.79 1 WAR_9427
WAR_9427_022800_022920 0.00 0.000 0 0 1.30 0.650 2 1 1.30 0.650 2 0 4 8 7 1 4 1 0.859 0.836 0.600 6.87 5.85 0.60 7 WAR_9427
WAR_9427_033300_033420 18.12 0.549 33 26 0.38 0.380 1 1 18.50 0.544 34 24 24 5 5 0 2 0 0.832 0.832 0.000 4.16 4.16 0.00 1 WAR_9427
WAR_9427_043260_043380 3.84 0.480 8 6 0.00 0.000 0 0 3.84 0.480 8 3 3 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9427
WAR_9427_045000_045120 2.64 0.880 3 0 0.00 0.000 0 0 2.64 0.880 3 2 2 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9427
WAR_9427_045960_046080 0.40 0.400 1 1 0.00 0.000 0 0 0.40 0.400 1 1 0 3 1 2 1 0 0.633 0.600 0.650 1.90 0.60 1.30 0 WAR_9427
WAR_9427_049320_049440 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9427
WAR_9427_053340_053460 1.81 0.603 3 2 0.00 0.000 0 0 1.81 0.603 3 1 1 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9427
WAR_9427_056040_056160 18.96 0.998 19 3 1.47 1.470 1 0 20.43 1.022 20 22 24 16 9 7 1 1 0.977 0.834 1.161 15.64 7.51 8.13 2 WAR_9427
WAR_9427_056760_056880 21.97 0.879 25 10 0.00 0.000 0 0 21.97 0.879 25 13 0 2 1 1 0 0 0.620 0.610 0.630 1.24 0.61 0.63 0 WAR_9427
WAR_9755_004140_004260 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9755
WAR_9755_010980_011100 2.07 0.690 3 1 0.00 0.000 0 0 2.07 0.690 3 6 6 10 13 1 5 0 1.409 0.706 0.320 14.09 9.18 0.32 8 WAR_9755
WAR_9755_013140_013260 17.98 0.946 19 7 0.00 0.000 0 0 17.98 0.946 19 0 0 12 4 10 4 1 1.267 0.193 1.127 15.20 0.77 11.27 0 WAR_9755
WAR_9755_014640_014760 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9755
WAR_9755_016680_016800 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9755
WAR_9755_017160_017280 14.44 0.481 30 26 0.00 0.000 0 0 14.44 0.481 30 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9755
WAR_9755_019020_019140 6.09 0.554 11 7 0.00 0.000 0 0 6.09 0.554 11 0 0 2 2 0 1 0 0.720 0.720 0.000 1.44 1.44 0.00 0 WAR_9755
WAR_9755_026520_026640 0.00 0.000 0 0 0.00 0.000 0 0 0.00 0.000 0 0 0 0 0 0 0 0 0.000 0.000 0.000 0.00 0.00 0.00 0 WAR_9755
WAR_9755_029400_029520 4.26 0.852 5 2 0.00 0.000 0 0 4.26 0.852 5 1 1 1 1 0 1 0 0.610 0.610 0.000 0.61 0.61 0.00 0 WAR_9755
WAR_9755_031080_031200 5.68 0.516 11 7 0.00 0.000 0 0 5.68 0.516 11 13 13 3 4 0 3 0 1.177 0.555 0.000 3.53 2.22 0.00 2 WAR_9755
WAR_9755_035280_035400 3.82 0.637 6 3 0.00 0.000 0 0 3.82 0.637 6 3 3 7 6 1 2 1 0.789 0.703 0.410 5.52 4.22 0.41 1 WAR_9755
WAR_9755_036060_036180 27.31 1.241 22 6 0.00 0.000 0 0 27.31 1.241 22 15 15 16 1 15 0 1 1.333 0.610 1.305 21.33 0.61 19.58 0 WAR_9755
WAR_9755_036900_037020 7.25 1.450 5 0 0.00 0.000 0 0 7.25 1.450 5 2 2 5 5 0 0 0 1.074 1.074 0.000 5.37 5.37 0.00 1 WAR_9755
WAR_9755_038340_038460 5.52 0.502 11 8 0.00 0.000 0 0 5.52 0.502 11 1 1 2 2 0 1 0 0.820 0.665 0.000 1.64 1.33 0.00 1 WAR_9755
WAR_9755_038880_039000 3.35 0.670 5 2 0.00 0.000 0 0 3.35 0.670 5 2 2 1 1 0 0 0 1.060 0.690 0.000 1.06 0.69 0.00 1 WAR_9755
